STT,CÂU HỎI,CÂU TRẢ LỜI
,,"Theo đề án tuyển sinh năm 2023, pthuc xét tuyển dành cho học sinh hệ không chuyên như sau:"
,,- Xét tuyển thẳng và ưu tiên xét tuyển
,,- Pthuc xét kết quả học tập THPT
,,- Pthuc xét kết quả học tập THPT kết hợp với kỳ thi ĐGNL Chuyên biệt
,,- Pthuc xét kết quả kỳ thi tốt nghiệp THPT Quốc gia
502,Anh chị cho em hỏi rõ về thủ tục làm lại thẻ sinh viên với được không ạ? Em bị mất bóp nên thẻ sinh viên cũng đi theo rồi ạ :(((( Em cảm ơn mọi người rất nhiều :((,Lên phòng ctcthssv đăng ký thôi à
503,Trường mình có cần nộp sổ đoàn ko ạ ??,"Theo như khóa 48 là không có kêu nộp nha, chỉ có phải tạo tài khoản đoàn viên làm các bước rồi chờ trường xác nhận là đoàn viên thuộc HCMUE trên app thanh niên việt nam thôi"
504,"Cho em hỏi là ngày đầu vô trường mình sẽ làm gì ạ, có học chưa ạ","Ngày đầu tiên vào trường thì chắc là em làm hồ sơ chứ nhỉ, khi nào xếp lớp và có đủ thông tin danh sách rồi thì em sẽ có tkb, sau đó cứ theo tkb mà đi học thôi nhé"
505,"Em học ngành văn học rồi năm 2 em học thêm ngành sư phạm ngữ văn được không ạ, và nếu có thì có cần điều kiện gì không ạ ?","Mọi năm đk Điểm tb 2.0 trở lên, học kì trước học tối thiểu 14 chỉ"
506,Anh chị có thể cho em hỏi cơ hội nghề nghiệp của ngành văn học được không ạ? Ngoài việc học thêm chứng chỉ nvsp ra thì mình còn làm được gì khác không ạ?,"Làm báo, biên tập viên, hoặc các việc trong toà án cũng có á bạn"
507,Cho mk hỏi khi nào nộp hồ sơ về trường vậy ạ?,"Sau khi công bố điểm chính thức thì em nên theo dõi page chính của trường thường xuyên để cập nhật thông tin, sẽ có đợt làm hồ sơ nhập học online trước, sau đó làm hồ sơ nhập học tại trường, các giấy tờ cần chuẩn bị để nộp cho trường sẽ được thông báo lúc tra cứu làm hồ sơ online luôn nè"
508,Dạ cho em hỏi đi học quân sự có phải tắm chung kh ạ,Không nha em
509,Cho em hỏi ảnh làm thẻ sinh viên là đầu năm tự chụp hay sao ạ,Ảnh lúc lm hồ sơ thi thpt ấy
510,"Dạ mọi người cho em hỏi, trường mình vào những ngày nào thì sẽ mặc đồng phục ạ, và đồng phục của trường thì tầm bao nhiêu tiền/bộ ạ. Em cảm ơn ạ","Đồng phục chung cả trường thì năm rồi là 190k/ bộ, còn khoa nào có đồng phục khác biệt như GDTC/GDQP thì tùy nha, ví dụ như khoa GDTC là 300k/ bộ . Còn về ngày nào mặc thì cũng tùy các khoa luôn, mà hầu như là mặc đồ thường, lịch sự là được, muốn mặc đồng phục để đỡ tốn thời gian suy nghĩ hôm nay mặc gì cũng được nốt nè. Ngoài thể dục bắt buộc mặc đồng phục thể dục với những dịp quay chụp hình hoạt động mà trường có quy định mặc đồng phục ra thì muốn mặc gì cũng được, đảm bảo lịch sự không lố lăng không hớ hênh nhiều là oce hết nè"
511,Đối với bài thi tự luận thì thầy cô thường dùng phần mềm nào để check đạo văn vậy ạ,"thi tự luận không check đạo văn em ơi, thi tiểu luận mới check."
,,"Tự luận có 90p, đề mở chép từ tài liệu hết 95% thì thầy cô check làm gì cho thất vọng :)))"
512,Anh/Chị ơi chỉ em cách trích nguồn APA cho tiểu luận với huhu, https://drive.google.com/.../1-hv9QOol7OQymgY.../view
513,Dạ cho em hỏi mình thi đgnl chuyên biệt vậy mình có cần thi đgnl qg không ạ,Chào em.
,,Kỳ thi ĐGNL Chuyên biệt của Đại học Sư phạm TP.HCM và Kỳ thi ĐGNL của Đại học Quốc gia TP.HCM là hai kỳ thi riêng biệt và độc lập với nhau em nhé.
514,"Dạ anh chị cho em hỏi, thi trắc nghiệm online mà ko có lap, chỉ có điện thoại thôi thì mình thi nào vậy ạ? Em mới thi lần đầu nên nhờ anh chị chỉ bảo ạ",thì cứ vào thi bình thường thôi bạn. Trường không có yêu cầu bắt buộc sinh viên phải có laptop
516,Anh chị cho em hỏi là mấy môn chung như Triết với Pháp luật đại cương có kiểm tra đạo văn ko ạ? ,Không nha
517,"Mọi người cho em hỏi, em đã đăng kí học phần rồi, nhưng giờ e muốn bảo lưu thì cần làm những gì ạ.. E cảm ơn",1. Liên hệ phòng khảo thí để in bảng điểm
,,2. Làm đơn xin tạm dừng học tập
,,"3. Nộp cái số 1 và 2 về khoa và chờ khoa phê duyệt, kí tên đóng dấu xác nhận đồng ý cho bảo lưu"
,,"4. Khi khoa đã kí, đóng dấu và thông báo đồng ý thì Chuyển tiếp hồ sơ về phòng công tác chính trị và chờ phòng xem xét giải quyết"
518,Dạ anh chị cho em hỏi một chút là thẻ sinh viên mình có thể đổi ảnh hay tự dán ảnh khác lên được không vậy ạ? Em cảm ơn anh chị.,Không.
519,Cho e hỏi có anh chị nào có từng phải chạy 2 cơ sở ADV và LVS giữa tiết (1-3) và (4-6) chưa ạ? Chỉ có 10p giải lao giữa giờ e sợ chạy ko kịp mà lại ko còn lựa chọn nào khác:((  Nếu lỡ trễ lớp học một chút thì thầy cô có thông cảm cho mình ko ạ?,"trễ á mà xin thầy cô là được nha, thầy cô nào kĩ nên phải trình minh chứng chạy cơ sở"
520,"Anh chị/ Thầy cô cho em hỏi với ạ. Bài thi NLXH có barem chấm bài ntn ạ ? Hướng hành văn, lấy dẫn chứng ra sao sẽ được điểm cao ? Em cảm ơn ạ ",Chào em.
,,Trường không bố cụ thể barem chấm điểm nhé.
521,Chào cả nhà cho e hỏi ? SP tiểu học có thi đgnl k ạ ? Nếu thi thì lựa chọn thi môn nào ạ ?,Chào em.
,,Ngành Giáo dục Tiểu học có xét tuyển sử dụng kết quả bài thi ĐGNL Chuyên biệt nhé.
,,"+ A00, A01: Môn chính là Toán."
,,+ D01: Toán hoặc Ngữ văn.
522,"Mọi người ơi, cho em hỏi là đối với phương thức xét tuyển cho hs lớp chuyên, ngành sư phạm Anh thì trong trường hợp em có giải ba hsg cấp tỉnh có khả năng đậu không ạ?",Chào em.
,,Có thể em nhé.
523,Thầy cô cho e hỏi với ạ: em đã đánh sai tháng sinh khi tạo tài khoản mà k biết. Đến khi thanh toán xong e mới phát hiện mình sai. Bây giờ có cách nào chỉnh sửa lại dc k ạ? E xin cảm ơn ạ!,Chào em.
,,"Em vui lòng chụp lại màn hình thông tin em nhập chưa đúng, sau đó em gửi thông tin về mail dgnl.hotro@hcmue.edu.vn, bao gồm Họ tên, số CCCD, ngày tháng năm sinh, mã đăng ký, trình bày rõ vấn đề của em nhé."
524,"Anh chị cho em hỏi tính chỉ tích lũy là không tính mấy môn như quốc phòng, tin học, thể chất phải không ạ.","theo mình biết thì có tích luỹ tiếng anh, tin học, còn thể dục, quốc phòng thì ko"
525,"Dạ cho em hỏi, nếu như em dùng phương thức xét học bạ+dgnl thì sau khi đã đủ điểm đậu rồi thì có thể nộp hồ sơ để tuyển vào trường chưa, hay là phải chờ có kết quả thi tốt nghiệp nữa ạ?",Chào em.
,,"Vì đây là một trong những pthuc xét tuyển sớm của Trường, nên Trường sẽ có 1 giai đoạn thời gian cho phép các bạn đăng ký xét tuyển có sử dụng các pthuc xét tuyển sớm của Trường."
,,"Năm ngoái là sau khi thi tốt nghiệp THPT Quốc gia, trước khi điểm chuẩn của kỳ thi này được công bố, Trường sẽ công bố kết quả trúng tuyển các pthuc xét tuyển sớm của Trường trước nhé."
526,,
527,"Em định là sẽ thi sư phạm ngữ văn, và em cũng muốn xét học bạ về ngành này nhưng e chưa rõ về điểm số cho lắm, nếu xét học bạ thì là xét mấy kì ạ.",Chào em.
,Nếu xét học bạ kèm theo đgnl chuyên biệt thì điểm học bạ và đgnl tầm khoảng bnh là đậu ạ?,Trường sẽ xét điểm trung bình 6 học kỳ nhé.
,em cảm ơn.,Muốn biết tầm bao nhiêu là đậu thì em xem điểm chuẩn ngành em cần xem vào các năm trước nhé.
528,"Hôm qua mình có đăng ký thi dgnlcb . Đã có xác nhận đăng ký thành công, nhưng chưa thấy hiện thông tin phòng thi…",Chào bạn.
,Các bạn cho mình hỏi thông tin phòng thi… khi nào có ?,"Về các thông tin đó, trước ngày thi 1 tuần, mỗi thí sinh sẽ có giấy báo dự thi ở trên trang đăng ký, bạn lên đó để xem nhé."
,Xin cảm ơn,
529,Nếu được giải nhất tỉnh môn Tin + có trong đội tuyển hsgqg môn Tin + trường chuyên lớp chuyên Tin thì có được ưu tiên xét tuyển ngành sp lý ko ạ?,Không em nhé
530,Em cần xin review kỳ thi ĐGNLCB môn lý ạ ,"Kiến thức sẽ nằm trong ct cả 3 năm nhưng chủ yếu lớp 12, em có thể thi tất cả các đợt để tự tạo cơ hội cho mình."
, em cũng dự định thi mà ko biết nên tham khảo hay ôn những gì. Với lại có nên thi tất cả các đợt thi mà trường tổ chức ko ạ?,
531,"Em dự định thi ielts để miễn môn tiếng Anh nếu đậu vào trường, có nên ko ạ?","Trường chỉ cần bằng để ra trường, em có thể thi ilets hoặc b1 ( có thể bằng toiec) nhưng lưu ý thời hạn của bằng vì nếu ilets thì có thời hạn 2 năm, trong khi em học tới 4 năm thì phải nộp lại bằng."
,Em cảm ơn mng nhiều lắm ,
,,
532,"Dạ cho em hỏi, muốn xem thông tin tuyển sinh văn bằng 2 ngành giáo dục tiểu học môn anh văn thì xem theo dõi ở đâu ạ? Em cảm ơn ạ!",Chào bạn.
,,"Về vấn đề tuyển sinh Văn bằng 2, bạn vui lòng liên hệ với Phòng Đào tạo của Trường để được tư vấn cụ thể hơn nhé."
,,Phòng Đào tạo - Trường Đại học Sư phạm Thành phố Hồ Chí Minh
,,"280 An Dương Vương, Phường 4, Quận 5, Tp. HCM (A.107)"
,,Điện thoại: (+84)-(28)-38352020 (số máy lẻ: 142)
,,Email: tuyensinhvlvh@hcmue.edu.vn
533,"Moi người cho mình hỏi , mình tốt nghiệp THPT năm 2021, vậy học bạ của mình có thể được xét trong năm 2022 được không vậy hay 2022 không nhận học bạ 2021 ? ",học bạ tốt nghiệp năm nào xét năm đó thôi bạn nhé.
534,"Dạ em chào các thầy cô, các anh chị và các bạn trong nhóm ạ. Em vừa đăng kí thi đánh giá năng lực chuyên biệt nên có chút thắc mắc ạ:",Trên hệ thống đã xác nhận thanh toán thành công là được rồi nhé.
,"- Lúc chuyển khoản em không ghi tên nhưng mà trên web báo xác nhận đã thanh toán hoàn tất, vậy thì là ok rồi đúng không ạ?",
,"Đăng kí như trên web rồi đợi đến 1 tuần trước ngày thi nhận giấy báo dự thi thôi ạ? Tại em không thấy yêu cầu xác minh (như là địa chỉ nhà ở, địa chỉ email) gì hết ạ, cả lúc đăng kí tài khoản, lúc đăng kí thi và lúc thanh toán tiền luôn. Nên em không biết là nếu không xác minh thì chuyển giấy báo kiểu gì thôi ạ. Tuy nhiên em vẫn cam kết là mọi thông tin điền vào lúc đăng kí là chính xác ạ. ","Tầm trước khi thi 1 tuần, mỗi thí sinh đều sẽ nhận giấy báo dự thi. Giấy báo dự thi là do mỗi thí sinh tự in ra và chuẩn bị trước khi thi nha em."
535,Dạ chào thầy cô ạ. Em là thí sinh tự do. Em có thắc mắc như sau:,"Chào bạn,"
,- Việc xét tuyển đại học ngành sư phạm Toán theo hình thức xét điểm đánh giá năng lực kết hợp kết quả học bạ THPT có áp dụng cho thí sinh tốt nghiệp THPT trước năm 2024 không ạ? Cụ thể là tốt nghiệp năm 2018 ạ.,Nếu là thí sinh tự do bạn chỉ có thể dự tuyển qua kì thi tốt nghiệp THPTQG thôi.
536,Dạ anh chị cho em hỏi muốn vào sư phạm khoa học tự nhiên thì nên thi đánh giá năng lực chuyên biệt môn nào ạ. Và điểm xét học bạ từng năm có thay đổi hay không ạ,Chào em.
,,"Ngành Sư phạm Khoa học Tự nhiên có các môn chính sau: Toán, Vật lý, Hóa học, Sinh học, em có thể thi 1 trong số các môn trên, thi nhiều môn hoặc thi hết tất cả các môn, môn nào cao điểm hơn sẽ lấy làm môn chính, các môn còn lại sẽ lấy điểm trung bình 6 học kỳ trong học bạ của em."
537,"Dạ cho em xin hỏi học phí ngôn ngữ anh tầm bao nhiêu vậy ạ, em đang lưỡng lự giữa sư ph và ngôn ngữ ạ.",Chào em.
,,Học phí Trường mình sẽ dao động trong khoảng từ 11 - 13 triệu/ năm nhé.
538,1 năm mik có mấy học kì ạ,2 kì chính và 1 kì hè (có thể đăng kí hoặc không)
539,ưu tiên xét tuyển là được ưu tiên như thế nào ạ,Chào em.
,,Theo đề án tuyển sinh năm 2023 và Quy chế tuyển sinh của Trường Đại học Sư phạm TP.HCM có quy định:
,,4. Ưu tiên xét tuyển (được ưu tiên xét tuyển trong năm tốt nghiệp THPT hoặc tốt nghiệp trung cấp) đối với các trường hợp sau đây:
,,"a) Thí sinh quy định tại khoản 1, 2 Điều này dự tuyển vào các ngành theo nguyện vọng (không dùng quyền ưu tiên tuyển thẳng);"
,,"b) Thí sinh đoạt giải khuyến khích trong kỳ thi chọn học sinh giỏi quốc gia; thí sinh đoạt giải tư trong cuộc thi khoa học, kỹ thuật cấp quốc gia dự tuyển vào ngành phù hợp với môn thi hoặc nội dung đề tài dự thi đã đoạt giải; thời gian đoạt giải không quá 03 năm tính tới thời điểm xét tuyển;"
,,"c) Thí sinh đoạt huy chương vàng, bạc, đồng các giải thể dục thể thao cấp quốc gia tổ chức một lần trong năm và thí sinh được Tổng cục Thể dục thể thao có quyết định công nhận là kiện tướng quốc gia dự tuyển vào các ngành thể dục thể thao phù hợp; thời gian đoạt giải không quá 04 năm tính tới thời điểm xét tuyển;"
,,"d) Thí sinh đoạt giải nhất, nhì, ba tại các kỳ thi tay nghề khu vực ASEAN và thi tay nghề quốc tế dự tuyển vào các ngành phù hợp với nghề đã đoạt giải; thời gian đoạt giải không quá 03 năm tính tới thời điểm xét tuyển."
540,Cho em hỏi là em học ngành ngôn ngữ anh xong rồi học chứng chỉ nghiệp vụ sư phạm ra thì có được dạy ở trường công lập không ạ ? Và có được thi công chức để dạy lâu dài không ạ,Chào em.
,,Có thể em nhé
541,Em xin chào mọi người ạ em có một số thắc mắc về ngành giáo dục mầm non ạ,Chào em.
,- em thấy trong tổ hợp ngành có môn năng khiếu nên em đang thắc mắc là sẽ thi như thế nào ạ và lấy điểm của những môn gì ạ,"Theo đề án tuyển sinh năm 2023, kỳ thi Năng khiếu của Trường năm 2023 diễn ra dưới hình thức online, cụ thể như thế nào thì em xem lại bài đăng trên fanpage của Trường về kỳ thi này năm 2023: https://www.facebook.com/HCMUE.VN/posts/pfbid02waCmRS4NGi27pYTRCzfwJLGEsa9hT2JVSGCBTW6GnGcLDNWqExAJGd1hr5KARUw9l"
542,1. Em có thể đăng kí học ngành sư phạm ở 2 trường cùng một lúc được không ạ? (Em không có nguyện vọng đăng kí hưởng trợ cấp theo NĐ116),Em KHÔNG THỂ đăng ký học 2 ngành cùng 1 lúc ở 2 trường khác nhau em nhé.
543,"1. Nếu như em trúng tuyển vào trường và nhập học thì đối với các môn đại cương, các môn chung mà em đã học rồi như Triết, PLDC, KTCT,... thì em có bắt buộc phải đăng kí học lại không ạ?","Sẽ có em nhé, còn cụ thể như nào thì em liên hệ Phòng Khảo thí và Đảm bảo Chất lượng của Trường để giải đáp cụ thể hơn nhé."
544,dạ cho em hỏi bên trường mình còn đào tạo nghiệp vụ sư phạm không ạ,Chào em.
,,"Nếu em có thắc mắc nào về khóa Nghiệp vụ sư phạm, vui lòng liên hệ Phòng Đào tạo của Trường để được hỗ trợ."
,,Phòng Đào tạo - Trường Đại học Sư phạm Thành phố Hồ Chí Minh
,,"280 An Dương Vương, Phường 4, Quận 5, Tp. HCM (A.106)"
,,Hotline: (028)38352020 - số lẻ 141
,,Email: nvsp.giaovien@hcmue.edu.vn
,,Website: https://hcmue.edu.vn/vi/dao-tao
545,Dạ mọi người cho em hỏi là mình tốt nghiệp 2023 thì có được xét học bạ năm nay không vậy ạ,Chào em.
,,Phương thức xét kết quả học tập THPT chỉ áp dụng đối với thí sinh tốt nghiệp ứng với năm xét tuyển em nhé.
546,Cho em hỏi trường mình ngành sư phạm anh có xét chứng chỉ IELTS không ạ?,Chào em.
,,"Theo đề án tuyển sinh năm 2023, Trường chỉ xét chứng chỉ ngoại ngữ đối với thí sinh học lớp Chuyên thôi nhé."
547,Dạ cho em hỏi là thi đgnl chuyên biệt môn toán mình có được mang máy tính casio vào phòng thi không ạ,"Chào bạn,"
,,Bạn có thể mang theo máy tính Casio nha
548,Xin chào mọi người ạ. Em có thắc mắc là khi thi mình có được sử dụng mở máy tính để xem tài liệu được không ạ ( do môn em thi là tự luận đề mở ạ). Mong được anh chị giải đáp.,"Không nha em, tài liệu giấy mới được sử dụng thôi nha."
549,"Chào mọi người, em xin hỏi là: Hình thức xét tuyển học bạ chỉ dành cho lứa tốt nghiệp năm đó thôi ạ? Em cảm ơn ạ.",Phương thức xét kết quả học tập THPT chỉ áp dụng đối với thí sinh tốt nghiệp ứng với năm xét tuyển em nhé.
550,Con tôi đang học đại học y tp hcm muốn chuyển hoc truòng,Chào cô.
,,Trường Đại học Sư phạm TP.HCM KHÔNG NHẬN sinh viên chuyển từ Trường khác đến cô nhé.
551,Cho em hỏi là những thời điểm nào mình được phép bảo lưu kết quả học tập ạ. Bảo lưu có thể tối đa và tối thiểu là bao lâu ạ. ,"em phải học ít nhất 1 học kì mới bảo lưu đc nha, thời hạn bảo lưu làm sao để trong thời gian 8 năm đào tạo kia em hoàn tất hết việc học của mình"
552,Giả dụ là em thi giữa kì xong thì có được bảo lưu không ạ hay là phải thi hết cuối kì ạ.,nộp đơn bảo lưu thì em lên nộp ở phòng khoa để họ duyệt nha
,Mình muốn làm đơn bảo lưu là làm ở phòng khảo thí và khảo sát chất lượng phải không ạ,
,,"Chào bạn,"
,,"Về vấn đề hồ sơ, bạn vui lòng liên hệ với Phòng Công tác Chính trị và Học sinh Sinh viên của Trường để được tư vấn cụ thể hơn nhé."
,,"Địa chỉ: A.108, A.109, A.110, 280 An Dương Vương, P.4, Q.5, TP. HCM"
,,"Điện thoại: 028 3835 2020 - Ext: 127, 128, 143"
,,Website: http://phongctct.hcmue.edu.vn
,,Email: phongctct@hcmue.edu.vn
553,"Cho em hỏi trường mình có đi quân sự không? Nếu em đã pass học phần quân sự ở một trường khác thì khi thi lại vào trường mình, em có được miễn học không ạ hay phải học lại?","Chào bạn, bạn có thể nộp đơn chuyển đổi điểm đối với các học phần tương đương nha."
554,"Cho em hỏi là, mình có thể xin phòng đào tạo chuyển khoa đc không hay là đợi năm sau thi lại THPTQG r xét vào khoa đó, ngành đó ạ",Chào em.
,,"Em KHÔNG THỂ chuyển khoa được nhé, tuy nhiên em có thể cân nhắc học song ngành, hoặc thi lại kỳ thi tốt nghiệp THPT Quốc gia năm sau nhé."
555,"Dạ em chào anh chị ạ, em hiện tại đang là sinh viên năm 1 của trường, em có ý định muốn học song ngành, nhưng ngành em muốn lại không tuyển. Cho em hỏi là nếu em thi lại, đậu vào ngành đó và em theo học cả 2 ngành, thì có được chuyển điểm các môn chung không ạ. Em cảm ơn nhiều ạ.",Chào em.
,,"Về vấn đề song ngành thì mỗi năm có thể Trường sẽ có hình thức tuyển khác nhau dành cho sinh viên năm 1, và sinh viên từ năm 2 trở đi. Em theo dõi trên trang online của Trường nhé"
556,Cho em hỏi trường mình có tổ chức lễ khai giảng chào đón tân sinh viên k ạ,Hàng năm Trường đều có tổ chức lễ khai giảng em nhé. Em theo dõi Fanpage Trường Đại học Sư phạm Thành phố Hồ Chí Minh - HCMUE sẽ cập nhật các thông tin mới nhất khi có thông báo nhé
,,
,,Có nha sắp tới có lễ hội UP đó bao cháy
557,Cho em hỏi những phần này điền như thế nào vậy ạ,Chào em.
,1/ thành phần xuất thân,"1/ Thành phần xuất thân: Thành phần xuất thân: công chức, viên chức, dân nghèo, kinh doanh nhỏ lẻ, tiểu chủ, tiểu tư sản, tư sản, …"
,2/ đối tượng là học sinh thpt đúng không ạ,2/ Đối tượng dự thi: Em có thể bỏ trống.
,3/ kí hiệu trường là mình ghi mã trường cấp 3 của mình ạ? mã trường đó là mã trong phiếu đăng ký thi tốt nghiệp đúng không ạ?,3/ Ký hiệu Trường: SPS
,4/ Số thẻ hssv là mình điền mã sinh viên hay mã học sinh nào hay như nào ạ,"4/ Số thẻ học sinh, sinh viên là Mã số Sinh viên của em."
,5/ điểm thưởng đó là điểm cộng khi xét tn hay  điểm gì khác ạ?,5/ Điểm thưởng là điểm ưu tiên của em khi thi tốt nghiệp THPT Quốc gia.
558,Cho em hỏi là sơ yếu lý lịch có cần Xác Nhận cư trú của chính quyền địa phương không,không á
559,Cho e hỏi em 2k5 muốn thi lại kỳ đánh giá năng lực chuyên biệt của trường để xét tuyển có được không ạ hay phải thi lại THPTQG ạ.,Chào em.
,,"Em có thể tham dự kỳ thi ĐGNL Chuyên biệt nhưng không thể dùng để xét nhé, và tất nhiên thí sinh tốt nghiệp năm 2023 chỉ có 1 phương thức duy nhất xét tuyển vào Trường là thi lại kỳ thi tốt nghiệp THPT Quốc gia nhé."
560,"Chào mọi người ạ, cho em hỏi khi có hoạt động tính điểm rèn luyện thì mình sẽ được thông báo hay đi tự mò ạ? Và làm sao để mình biết được hoạt động đó có tính điểm rèn luyện hay không ạ? Em cảm ơn.","Trong gr sẽ có các bí thư lớp trưởng gửi các hoạt động nó sẽ có quy đổi thành ngày tình nguyện hay là workshop, em điền form rồi đi có minh chứng là được nha"
561,Dạ anh chị cho em hỏi là trường mình pt xét tuyển học bạ thì các giải hsg tỉnh có được cộng điểm không ạ ? Em cảm ơn ạ.,"Thân chào Như Huyền. Theo đề án tuyển sinh năm 2023, các giải HSG tỉnh, thành phố chỉ được sử dụng làm điều kiện ưu tiên đối với phương thức xét tuyển thí sinh là học sinh lớp chuyên. Tuy nhiên, nếu bạn không phải là học sinh lớp 12 chuyên, Trường không áp dụng xét tuyển sử dụng giải HSG tỉnh, thành phố, và cũng không quy đổi điểm hay cộng điểm ưu tiên đối với thí sinh có giải HSG tỉnh, thành phố."
562,Cho e hỏi trường mình có xét kết quả đánh giá năng lực của ĐHQG TP HCM k ạ,Không nha bạn
563,dạ em muốn hỏi là bao giờ mình có thể đăng ký học song ngành ạ,Bạn theo dõi trên trang online tầm tháng 4 sẽ mở đợt song ngành nhé
564,Dạ thầy/cô cho em hỏi em là thí sinh tốt nghiệp THPT 2023 và năm sau em muốn thi dgnl chuyên biệt kết hợp với điểm học bạ THPT có được ko ạ. Em cảm ơn.,Chào em.
,,"Em có thể tham gia kỳ thi ĐGNL Chuyên biệt của Trường, nhưng không thể dùng kết quả đó để xét tuyển nhé."
565,Cho em hỏi nếu thi sư phạm av thi khối a01 thì mình xét điểm để đậu vào trường này là cỡ bao nhiêu,"Sư phạm tiếng anh trường mình chỉ xét khối D01 thôi em ơi, còn có thể em lên google và tham khảo điểm chuẩn trường mình qua các năm nhaaaa"
566,Mà về việc mua đồng phục TD em chưa nghe nói khi nào mở bán ,"Mặc quần dài áo có cổ, lịch sự thoải mái vận động, thể dục c3 là dc ( nhưng theo năm của chị thì ngày đầu tiên chỉ lên gặp thầy và các bạn để phổ biến môn th là sẽ dc về sớm )"
,,"- Việc mua đồng phục TD sẽ dc thông báo sớm về cho các lớp, đừng lo nhé ( thường lớp trưởng các lớp sẽ ghi số lượng ngay tại lớp )"
,Dạ em muốn hỏi nếu tổ chức mở bán - mua trễ quá thì tuần đầu học TD phải làm sao ạ??,
567,Cho em hỏi ngành sp Tin thì nên mua laptop gì là phù hợp ạ,Chỉ lập trình và ppt thì cpu và ổ cứng ko cần quá xịn i3 với 250GB cũng đủ xài tới khi ra trường. Nhưng ráng gắn thêm cây ram cho đc 16GB sau này xài máy ảo
,,
,,tầm i5 vs ram 8 là oke r nhé
,,
,,Mình không có kinh nghiệm vụ này; nhưng mà tùy túi tiền chứ cái nào cũng hợp ; dĩ nhiên là siêu mạnh thì ngon nhưng má lo không nổi thì thôi ; và quan trọng là mua rồi 3 năm sau đổi thêm cái nữa hay bạn dùng cho 4 năm
568,Các anh/chị cho em hỏi lịch học SHCD online từ 00h (14/9) - 23h59 (15/9) có nghĩa là mình vào học lúc nào cũng được miễn trong khung giờ đó là được đúng không ạ ?,Chào em.
,,Đúng rồi em nhé.
,,Nhưng mà canh giờ học nhe
,,"Coi vậy thôi chứ học lâu lắm, hơn 4 tiếng á"
569,"Dạ mọi người cho em hỏi, em là tân sinh viên nên chưa có thẻ sv. Em muốn đi xe bus với giá 3k thì phải làm sao ạ ",bà lấy thẻ học sinh cấp 3 được á
,,"xin giấy xác nhận sinh viên xem, có khi được"
570,Mọi người cho em hỏi SHCD là mình cần đem gì không ?,"Mình sẽ làm việc với các giảng viên về cái nội dung như nội quy, nghị định 116, an toàn giao thông, bảo hiểm y tế và còn nhiều nữa. Nhiều khoa ngồi trong 1 hội trường lớn"
,Làm sao để biết vô đó mình sẽ làm gì với ai ? Và tg bắt đầu của buổi sáng và buổi chiều là mấy giờ để canh giờ đi cho đúng ạ?,
,Em cảm ơn!,
571,"Mọi người ơi, cho mình hỏi phần xác nhận chính quyền trong sơ yếu lý lịch là sao vậy ạ",Sơ yếu lý lịch in từ web trường thì bạn khỏi phải công chứng ở xã/ phường nha.
572,giấy chứng nhận tốt nghiệp tạm thời có mộc đỏ của trường cũng không cần công chứng đúng không ạ,"nếu trường chỉ phát cho bạn 1 bản, thì bạn phải ra photo rồi đi công chứng giấy chứng nhận tốt nghiệp tạm thời nha."
,,
,,bản photo có chứng thực giấy chứng nhận tốt nghiệp tạm thời nè bạn
,,
,,Bạn mang qua Xã Phường rồi người ta công chứng với ghi nhận xét cho
573,Cho e hỏi tuần sinh hoạt CD đầu tiên nên chuẩn bị n~ gì để có thể nghe và nhớ đủ ý của thầy cô ạ! E xin kinh nghiệm của mấy ac. Em cảm ơn!,1.Có thể đem theo quyển sổ nhỏ để ghi ý chính
,,2. Lấy đt chụp slide những cái quan trọng
,,3. Có thể bật thêm ghi âm để có gì mình quên thì nghe lại
574,Cho em hỏi tài khoản mật khẩu để đăng nhập trang online của trường ạ,Nếu e chưa đổi thì tên đăng nhập là mssv có dấu chấm và mk cũng vậy nhé.
575,Dạ cho em xin hỏi trường có tổ chức ôn thi đánh giá năng lực chuyên biệt tại trường không ạ? Nếu có thì làm thế nào để đăng ký,Có thể xem đề minh họa 2 năm trước để biết cấu trúc và ôn theo e nhé!
,Nếu không thì có chỗ nào ôn thi cái này không ạ?,
576,Dạ anh/chị cho em hỏi lễ chào đón tân sinh viên có bắt buộc đi hay không ạ? Tại vì hôm tổ chức trùng với ngày em có việc bận nên em không chắc là sẽ đi được ,Lễ chào đón tân sv của khoa thì không bắt buộc còn buổi sinh hoạt công dân thì phải đi nha
,,
577,dạ nếu không đi lễ chào đón tân sinh thì có ảnh hưởng gì đến điểm rèn luyện không ạ?,"có đấy, mà có thể tham gia các hoạt động khác để bù điểm rèn luyện á"
,,
578,Mình có bắt buộc đăng ký chứng nhận sinh viên trên web không ạ?,bắt buộc đăng ký trước á rồi sau 3 ngày mình đến lấy
,,
,,Nếu các bạn có nhu cầu cần sử dụng giấy chứng nhận sinh viên thì đăng ký theo hướng dẫn sau nhé: https://www.facebook.com/photo/?fbid=612199707555980&set=a.436049911837628
579,Cho em hỏi chưa có đồ thể dục thì mình mặc đồ ntn cũng được ạ hay là phải mặc áo có cổ,"Em có thể mặc đồng phục thể dục cấp 3 hoặc quần dài, áo phông. Tránh không mặc quần jeans, áo sát nách, crop top, áo 2 dây nha"
580,Mọi người ơi cho em hỏi là sau buổi shcd thì mình có phải viết thu hoạch không ạ?,À sẽ không viết bài thu hoạch nhưng mà phải điểm danh và làm trắc nghiệm trên VLE
